display,name,niche_status,revenue,avg_price,commission,buyout_pct,profit_pct,sellers_with_sales,mpstats_path,issues,is_critical
Для ремонта / Паркет,Паркет,,"1,377,204","3,284",2850.0%,0.0%,0.0%,15,Для ремонта/Отделочные материалы/Напольные покрытия/Паркет,"no_buyout, no_profit",False
Сервомоторы для швейных машин,Сервомоторы для швейных машин,,"1,353,441","2,425",2550.0%,0.0%,0.0%,22,Бытовая техника/Техника для дома/Швейное оборудование/Сервомотор для швейных машин,"no_buyout, no_profit",False
Автотовары / Шины,Вальгусные шины,,"1,345,761",562,2550.0%,68.7%,0.0%,102,Автотовары/Шины и диски колесные/Шины,no_profit,False
Всасывающие шноркели,Всасывающие шноркели,,"1,336,396","2,086",2650.0%,0.0%,0.0%,28,Автотовары/OFFroad/Всасывающий шноркель,"no_buyout, no_profit",False
Мужчинам / Пуховики,Пуховики для малышей,,"1,323,764","1,832",3450.0%,0.0%,0.0%,21,Мужчинам/Для высоких/Пуховики,"no_buyout, no_profit",False
Продукты / Замороженные ягоды,Замороженные ягоды,,"1,300,571",246,2150.0%,0.0%,0.0%,4,Продукты/Замороженная продукция/Замороженные ягоды,"no_buyout, no_profit",False
Накладки на закраину диска,Накладки на закраину диска,,"1,295,164","1,525",2600.0%,0.0%,0.0%,23,Автотовары/Другие аксессуары и доп. оборудование/Защита автомобиля/Накладка на закраину диска,"no_buyout, no_profit",False
Защита для гироскутеров,Защита для гироскутеров,,"1,291,753",394,2950.0%,0.0%,0.0%,31,Электроника/Электротранспорт и аксессуары/Защита для гироскутера,"no_buyout, no_profit",False
Продукты / Рыба охлажденная,Рыба охлажденная,,"1,279,689","1,177",1650.0%,0.0%,0.0%,3,Продукты/Рыба и морепродукты/Рыба охлажденная,"no_buyout, no_profit",False
Дом / Насадки на кран,Насадки на страпон,,"1,272,756","1,826",2950.0%,0.0%,0.0%,37,Товары для взрослых/Секс игрушки/Насадки и удлинители/Насадка на страпон,"no_buyout, no_profit",False
Зоотовары / Тримминги,Тримминги,,"1,243,218",987,2150.0%,0.0%,0.0%,62,Зоотовары/Груминг и уход/Тримминг,"no_buyout, no_profit",False
Прицепы для квадроциклов,Прицепы для квадроциклов,,"1,231,301","6,597",2600.0%,0.0%,0.0%,9,Автотовары/Другие аксессуары и доп. оборудование/Перевозка груза/Прицеп для квадроцикла,"no_buyout, no_profit",False
Продукты / Граппа,Граппа,,"1,228,371","6,115",450.0%,0.0%,0.0%,4,Продукты/Алкоголь/Крепкие напитки/Граппа,"no_buyout, no_profit",False
Электроника / Стекла защитные,Стекла строительные,,"1,225,865","2,254",2800.0%,0.0%,0.0%,17,Для ремонта/Стройматериалы/Листовые строительные материалы и профили/Стекло строительное,"no_buyout, no_profit",False
Дом / Керосиновые лампы,Керосиновые лампы,,"1,225,785","1,180",2950.0%,100.0%,0.0%,71,Дом/Освещение/Керосиновые лампы,no_profit,False
Канцтовары / Масленки для красок,Масленки для красок,,"1,224,222",608,2450.0%,0.0%,0.0%,60,Канцтовары/Рисование и лепка/Масленка для красок,"no_buyout, no_profit",False
Корпусы под газовые счетчики,Корпусы под газовые счетчики,,"1,223,121","1,038",2850.0%,0.0%,0.0%,33,Для ремонта/Водоснабжение и газоснабжение/Трубы/Счетчики газа,"no_buyout, no_profit",False
Красота / Наборы,Наборы для помазания,,"1,220,061",747,2950.0%,0.0%,0.0%,27,"Дом/Религия, эзотерика/Набор для помазания","no_buyout, no_profit",False
Электроника / Картридеры,Тридеры,,"1,197,167","3,337",2250.0%,0.0%,0.0%,7,"Электроника/Ноутбуки, компьютеры и периферия/Компьютерная периферия/Кабели и переходники/Картридеры","no_buyout, no_profit",False
Столбики с вытяжной лентой,Столбики с вытяжной лентой,,"1,172,578","2,692",2600.0%,0.0%,0.0%,40,Автотовары/Другие аксессуары и доп. оборудование/Защита автомобиля/Столбик с вытяжной лентой,"no_buyout, no_profit",False
Обеденные группы плетеные,Обеденные группы плетеные,,"1,165,597","1,897",2650.0%,0.0%,0.0%,16,Мебель/Мебель для кухни/Обеденные группы/Обеденная группа плетеная,"no_buyout, no_profit",False
Реанимационные устройства,Реанимационные устройства,,"1,151,459",779,2650.0%,94.0%,0.0%,64,Автотовары/Аккумуляторы и сопутствующие товары/Пуско-зарядное устройство,no_profit,False
Спорт / Запчасти для катушек,Запчасти для катушек,,"1,129,686",705,2750.0%,0.0%,0.0%,63,Спорт/Охота и рыбалка/Карповая рыбалка/Запчасть для катушек,"no_buyout, no_profit",False
Для ремонта / Слэб,Слэбы,,"1,129,066",960,2350.0%,0.0%,0.0%,15,Для ремонта/Стройматериалы/Облицовка фасада/Слэб,"no_buyout, no_profit",False
Сумки для респираторов,Сумки для респираторов,,"1,071,408","1,435",2850.0%,0.0%,0.0%,49,Для ремонта/Спецодежда и СИЗы/Средства индивидуальной защиты и экипировка/Сумка для респиратора,"no_buyout, no_profit",False
Полотна для беговых дорожек,Полотна для беговых дорожек,,"1,043,197","1,239",2900.0%,0.0%,0.0%,57,Спорт/Фитнес и тренажеры/Тренажеры/Беговая дорожка,"no_buyout, no_profit",False
Спорт / Малечницы,Малечницы,,"1,036,594","1,232",2750.0%,0.0%,0.0%,43,Спорт/Охота и рыбалка/Рыбалка/Хранение и транспортировка/Малечница,"no_buyout, no_profit",False
Для ремонта / Саморезы в ленте,Саморезы в ленте,,"1,000,772","1,018",2850.0%,0.0%,0.0%,63,Для ремонта/Крепеж/Саморезы и шурупы/Саморезы в ленте,"no_buyout, no_profit",False
