display,name,revenue,avg_price,commission,buyout_pct,profit_pct,sellers_with_sales
Триммерные насадки садовые,Триммерные насадки садовые,"39,222,883","1,078",2850.0%,87.7%,62.7%,446
Формы для наращивания ногтей,Формы для наращивания ногтей,"39,213,612",517,3250.0%,87.7%,48.4%,642
Для ремонта / Патроны для ламп,Патроны для ламп,"39,196,078",548,2850.0%,86.3%,56.7%,482
Спорт / Пули для пневматики,Пули для пневматики,"39,116,006",669,2750.0%,90.1%,59.4%,352
Для ремонта / Шнуры разметочные,Шнуры разметочные,"39,097,706",642,3150.0%,95.5%,56.5%,217
Аксессуары / Цепочки на тело,Цепочки на тело,"39,050,340",769,2850.0%,60.1%,58.3%,638
Товары для взрослых / Боди эротик,Боди эротик,"39,017,122","1,102",2950.0%,69.1%,59.7%,270
Детям / Прыгунки,Прыгунки,"38,946,361","2,248",2650.0%,100.0%,69.8%,350
Канцтовары / Точилки,Точилки,"38,900,458",703,2450.0%,92.2%,63.8%,694
Мужчинам / Юбки медицинские,Катетеры медицинские,"38,829,299",971,3150.0%,92.9%,59.2%,208
Дом / Шприцы колбасные,Шприцы медицинские,"38,764,684",676,3150.0%,94.0%,55.5%,161
Канцтовары / Глобусы,Глобусы,"38,734,514","2,464",2950.0%,73.1%,66.4%,329
Для ремонта / Плитка мозаичная,Плитка мозаичная,"38,731,369","1,279",2850.0%,82.8%,63.9%,103
Соль для посудомоечной машины,Соль для посудомоечной машины,"38,681,201",685,2950.0%,95.5%,56.9%,359
Для ремонта / Опоры крепежные,Опоры крепежные,"38,610,642",945,2850.0%,85.5%,63.4%,297
Мебель / Системы,Системы выпуска,"38,588,898","1,413",2650.0%,50.0%,67.2%,179
Замки и защелки мебельные,Замки и защелки мебельные,"38,567,858",683,2650.0%,84.5%,60.5%,506
Электроника / Диски для записи,Диски для записи,"38,542,584","1,391",2850.0%,89.1%,65.6%,239
Продукты / Сухарики,Сухарики,"38,508,375",567,2150.0%,91.4%,64.0%,199
Подушки для садовых качелей,Подушки для садовых качелей,"38,492,151","2,259",2850.0%,81.4%,67.6%,193
Датчики уровня топлива,Датчики уровня топлива,"38,480,448","1,740",2650.0%,85.2%,66.3%,230
Автотовары / Тормозные жидкости,Тормозные жидкости,"38,456,772",785,2150.0%,87.2%,67.3%,232
Игрушки / Игровые коврики,Игровые коврики,"38,415,396","1,295",2850.0%,81.8%,65.4%,663
Спорт / Шатуны велосипедные,Шатуны автомобильные,"38,383,712","3,068",2650.0%,12.5%,70.4%,196
Дождевики для животных,Дождевики для животных,"38,293,116","1,320",2150.0%,42.4%,64.0%,552
Электроника / Видеоглазки,Видеоглазки,"38,285,833","4,199",2450.0%,84.0%,73.2%,256
Спорт / Дартс,Дартс,"38,282,924","1,025",2750.0%,82.6%,64.5%,338
Мужчинам / Трости,Трости,"38,233,332","1,896",3250.0%,83.7%,62.7%,373
Постельное белье для малышей,Постельное белье для малышей,"38,233,290","1,717",2650.0%,87.6%,68.3%,274
Красота / Атомайзеры,Атомайзеры,"38,161,046",622,3250.0%,88.2%,55.0%,778
Электроника / Извещатели пожарные,Извещатели пожарные,"38,086,897","1,632",2450.0%,87.0%,70.0%,183
Коврики-подстилки для животных,Коврики-подстилки для животных,"38,017,998","1,120",2150.0%,80.1%,70.6%,652
Ароматизаторы воздуха электрические,Ароматизаторы воздуха электрические,"37,911,959","1,510",2550.0%,89.5%,68.9%,546
Комплектующие к стеновым панелям,Комплектующие к стеновым панелям,"37,896,174","1,268",2850.0%,87.5%,63.3%,74
Дом / Чаши поющие,Чаши для костра,"37,878,512","1,904",2850.0%,87.8%,67.6%,187
Автотовары / Автоодеяла,Автоодеяла,"37,855,213","1,578",2650.0%,86.0%,66.5%,284
Электроника / CD проигрыватели,CD проигрыватели,"37,795,886","2,086",2750.0%,86.1%,66.9%,149
Фритюрницы электрические,Фритюрницы электрические,"37,753,037","4,577",2450.0%,76.0%,73.4%,346
Концентраторы кислорода,Концентраторы кислорода,"37,724,808","14,855",2550.0%,84.6%,73.8%,39
Спорт / Кормушки рыболовные,Кормушки рыболовные,"37,673,696",452,2750.0%,92.1%,52.7%,550
Регуляторы холостого хода,Регуляторы холостого хода,"37,661,081","1,477",2650.0%,79.6%,66.0%,324
Мебель / Столы детские,Столы детские,"37,628,628","4,347",2650.0%,84.1%,71.4%,229
Для ремонта / Аварийное освещение,Аварийное освещение,"37,624,493",920,2850.0%,100.0%,63.5%,116
Для ремонта / Патроны для ламп,Патроны токарные,"37,590,004","1,878",3150.0%,100.0%,14.6%,109
Наборы для выращивания растений,Наборы для выращивания растений,"37,588,186",600,2950.0%,88.7%,56.9%,498
Продукты / Шоколадные яйца,Шоколадные яйца,"37,582,585","1,035",2150.0%,78.4%,69.6%,300
Здоровье / Салфетки медицинские,Салфетки медицинские,"37,573,911",572,3000.0%,95.6%,54.4%,371
Сад и дача / Покрытия резиновые,Покрытия резиновые,"37,448,465","4,252",2850.0%,89.7%,69.3%,109
Дом / Формы для льда,Формы для льда,"37,443,274",636,2950.0%,91.9%,56.8%,1316
Детям / Мебель для кукол,Мебель для кукол,"37,403,261","1,095",2850.0%,84.4%,63.4%,728
Инструменты для чистки лица,Инструменты для чистки лица,"37,370,399","1,019",3200.0%,90.8%,58.4%,830
Принадлежности для мангала,Принадлежности для мангала,"37,314,650",896,2850.0%,89.1%,63.3%,702
Для ремонта / Колеры для краски,Колеры для краски,"37,301,079",455,2850.0%,87.5%,51.6%,251
Дом / Вилки столовые,Вилки столовые,"37,273,552",690,2950.0%,87.2%,59.5%,806
Транспортные средства / Скутеры,Скутеры,"37,226,586","125,640",50.0%,70.0%,6.9%,24
Для ремонта / Звукоизоляция,Звукоизоляция,"37,190,567","2,142",2050.0%,94.5%,75.4%,129
Держатели для съемки смартфоном,Держатели для съемки смартфоном,"37,166,042","1,153",2950.0%,83.1%,62.2%,887
Вкладыши картера двигателя,Вкладыши картера двигателя,"37,155,956","1,586",2150.0%,75.0%,72.8%,43
Проволоки для рукоделия,Проволоки для рукоделия,"37,152,855",564,2450.0%,91.3%,59.4%,626
Автотовары / Блок цилиндра,Гильзы цилиндра,"37,145,844","3,118",2650.0%,93.3%,71.1%,114
Емкости для масла и уксуса,Емкости для масла и уксуса,"37,077,135",828,2950.0%,91.7%,60.7%,1270
Сад и дача / Подметальные машины,Подметальные машины,"37,032,275","1,132",2850.0%,100.0%,63.7%,120
Здоровье / Ингалятор,Ингаляторы,"37,024,005",700,2550.0%,82.6%,61.3%,178
Красота / Кресла педикюрные,Кресла педикюрные,"37,021,171","17,086",2650.0%,100.0%,73.2%,25
Бытовая техника / Холодильные витрины,Витрины,"37,013,404","19,546",2600.0%,33.3%,72.8%,107
Продукты / Джин,Джин,"36,983,039","2,606",950.0%,70.0%,38.4%,5
Пижамы для малышей,Пижамы для малышей,"36,922,898",782,3450.0%,65.8%,49.0%,491
Зоотовары / Гамаки для животных,Гамаки для животных,"36,898,720","1,038",2150.0%,84.9%,70.7%,657
Шланги для моек высокого давления,Шланги для моек высокого давления,"36,883,730","1,940",2850.0%,85.8%,67.7%,243
Автотовары / Очистители кузова,Очистители кузова,"36,871,028",803,2650.0%,90.0%,61.7%,498
Веревки альпинистские,Веревки альпинистские,"36,835,495",972,2750.0%,87.0%,65.9%,455
Трубки забора топлива,Трубки забора топлива,"36,817,813","1,916",2650.0%,100.0%,68.9%,197
Дом / Подставки для ножей,Подставки для ножей,"36,817,795","1,403",2950.0%,80.0%,63.9%,902
Спорт / Печи туристические,Печи туристические,"36,701,485","1,475",2750.0%,81.8%,66.3%,326
Аксессуары / Фуражки,Фуражки,"36,555,035",770,3450.0%,60.7%,49.8%,177
Прочие изделия для курения,Прочие изделия для курения,"36,525,937",869,2850.0%,72.6%,58.2%,214
Для ремонта / Пороги для пола,Пороги силовые,"36,496,209","3,019",2650.0%,100.0%,70.8%,96
Для ремонта / Петли мебельные,Петли мебельные,"36,474,606",586,2650.0%,85.7%,60.0%,659
Поглотители запаха и влаги,Поглотители запаха и влаги,"36,457,348",570,2950.0%,90.7%,53.9%,835
Спорт / Обручи,Обручи,"36,433,083","1,528",2750.0%,79.9%,66.2%,556
Дом / Воски для свечей,Воски для свечей,"36,411,931",806,2950.0%,89.6%,59.8%,536
Держатели для медалей,Держатели для медалей,"36,408,639","1,003",2650.0%,88.4%,64.7%,233
Пакеты для стерилизации инструментов,Пакеты для стерилизации инструментов,"36,407,187",630,3200.0%,96.1%,54.4%,258
